iter	Passed	Remaining
164	2271	5988
165	2284	5973
166	2297	5957
167	2310	5941
168	2324	5928
169	2338	5915
170	2352	5901
171	2365	5886
172	2379	5872
173	2393	5859
174	2406	5845
175	2419	5828
176	2433	5816
177	2446	5800
178	2459	5785
179	2472	5769
180	2485	5753
181	2498	5739
182	2511	5723
183	2524	5708
184	2538	5695
185	2552	5682
186	2566	5667
187	2579	5652
188	2592	5638
189	2606	5624
190	2619	5610
191	2634	5597
192	2646	5581
193	2659	5565
194	2672	5550
195	2685	5536
196	2699	5521
197	2711	5505
198	2725	5492
199	2739	5479
200	2752	5464
201	2766	5450
202	2779	5436
203	2791	5419
204	2804	5404
205	2818	5389
206	2831	5376
207	2845	5362
208	2857	5346
209	2869	5329
210	2884	5317
211	2898	5304
212	2911	5290
213	2925	5276
214	2938	5261
215	2952	5248
216	2965	5234
217	2979	5221
218	2992	5206
219	3005	5191
220	3019	5178
221	3034	5166
222	3048	5152
223	3061	5138
224	3074	5123
225	3086	5108
226	3099	5093
227	3118	5088
228	3132	5075
229	3147	5063
230	3160	5049
231	3174	5035
232	3187	5021
233	3200	5006
234	3214	4992
235	3227	4977
236	3240	4962
237	3255	4951
238	3269	4937
239	3282	4923
240	3295	4909
241	3309	4895
242	3321	4880
243	3334	4865
244	3348	4851
245	3360	4836
246	3374	4823
247	3390	4812
248	3403	4797
249	3416	4782
250	3429	4768
251	3442	4753
252	3455	4739
253	3469	4725
254	3483	4712
255	3495	4697
256	3509	4683
257	3523	4671
258	3537	4657
259	3550	4643
260	3563	4628
261	3576	4614
262	3589	4600
263	3603	4586
264	3617	4572
265	3629	4557
266	3641	4542
267	3657	4530
268	3671	4517
269	3684	4502
270	3697	4488
271	3709	4473
272	3722	4458
273	3735	4444
274	3748	4430
275	3761	4416
276	3781	4409
277	3794	4395
278	3807	4380
279	3821	4366
280	3833	4352
281	3846	4338
282	3860	4324
283	3873	4309
284	3885	4294
285	3898	4279
286	3911	4266
287	3925	4252
288	3938	4237
289	3950	4223
290	3964	4209
291	3977	4195
292	3991	4182
293	4005	4168
294	4019	4156
295	4033	4142
296	4047	4128
297	4061	4115
298	4074	4101
299	4081	4081
300	4095	4068
301	4109	4054
302	4123	4041
303	4136	4027
304	4149	4013
305	4163	3999
306	4176	3986
307	4190	3972
308	4203	3958
309	4216	3944
310	4229	3930
311	4242	3916
312	4256	3902
313	4270	3889
314	4282	3874
315	4296	3861
316	4310	3847
317	4323	3834
318	4337	3820
319	4350	3806
320	4363	3792
321	4376	3778
322	4389	3764
323	4403	3751
324	4417	3738
325	4432	3725
326	4445	3711
327	4458	3696
328	4471	3683
329	4485	3669
330	4499	3656
331	4512	3642
332	4525	3628
333	4538	3614
334	4552	3601
335	4565	3587
336	4578	3572
337	4592	3559
338	4605	3545
339	4619	3532
340	4632	3518
341	4646	3505
342	4659	3491
343	4672	3476
344	4685	3463
345	4699	3449
346	4712	3435
347	4725	3421
348	4738	3407
349	4751	3394
350	4765	3380
351	4778	3366
352	4791	3352
353	4803	3338
354	4816	3323
355	4831	3311
356	4844	3297
357	4864	3288
358	4878	3274
359	4891	3261
360	4906	3248
361	4920	3234
362	4932	3220
363	4947	3207
364	4960	3193
365	4973	3179
366	4985	3165
367	4999	3151
368	5013	3138
369	5027	3124
370	5041	3111
371	5056	3099
372	5069	3085
373	5083	3071
374	5096	3057
375	5109	3044
376	5123	3030
377	5136	3016
378	5149	3002
379	5162	2988
380	5176	2975
381	5190	2961
382	5203	2948
383	5216	2934
384	5229	2920
385	5242	2906
386	5256	2893
387	5271	2880
388	5285	2866
389	5298	2852
390	5310	2838
391	5323	2824
392	5337	2811
393	5351	2798
394	5364	2784
395	5378	2770
396	5392	2757
397	5404	2743
398	5418	2729
399	5430	2715
400	5442	2701
401	5456	2687
402	5470	2674
403	5484	2660
404	5498	2647
405	5510	2633
406	5524	2619
407	5536	2605
408	5550	2591
409	5563	2578
410	5576	2564
411	5589	2550
412	5602	2536
413	5615	2523
414	5629	2509
415	5642	2495
416	5654	2481
417	5667	2467
418	5680	2454
419	5695	2440
420	5710	2427
421	5724	2414
422	5740	2401
423	5754	2388
424	5769	2375
425	5783	2362
426	5798	2349
427	5811	2335
428	5825	2321
429	5838	2308
430	5851	2294
431	5864	2280
432	5878	2267
433	5894	2254
434	5908	2241
435	5920	2227
436	5933	2213
437	5946	2199
438	5960	2185
439	5973	2172
440	5988	2158
441	6013	2149
442	6025	2135
443	6038	2121
444	6051	2107
445	6064	2094
446	6077	2080
447	6090	2066
448	6104	2052
449	6117	2039
450	6131	2025
451	6143	2011
452	6145	1994
453	6159	1980
454	6172	1967
455	6185	1953
456	6198	1939
457	6211	1925
458	6224	1911
459	6237	1898
460	6250	1884
461	6264	1871
462	6276	1857
463	6290	1843
464	6304	1830
465	6317	1816
466	6330	1802
467	6343	1789
468	6356	1775
469	6370	1762
470	6384	1748
471	6401	1735
472	6417	1723
473	6430	1709
474	6443	1695
475	6456	1681
476	6469	1668
477	6483	1654
478	6497	1641
479	6511	1627
480	6525	1614
481	6538	1600
482	6551	1586
483	6564	1573
484	6578	1559
485	6592	1546
486	6605	1532
487	6618	1519
488	6632	1505
489	6646	1492
490	6660	1478
491	6674	1465
492	6687	1451
493	6699	1437
494	6712	1423
495	6726	1410
496	6740	1396
497	6755	1383
498	6768	1370
499	6782	1356
500	6795	1342
501	6808	1329
502	6822	1315
503	6835	1302
504	6848	1288
505	6861	1274
506	6874	1261
507	6889	1247
508	6903	1234
509	6916	1220
510	6930	1207
511	6943	1193
512	6957	1179
513	6970	1166
514	6985	1152
515	7002	1139
516	7016	1126
517	7029	1112
518	7043	1099
519	7056	1085
520	7069	1072
521	7083	1058
522	7096	1044
523	7109	1031
524	7122	1017
525	7135	1003
526	7148	990
527	7162	976
528	7177	963
529	7190	949
530	7203	936
531	7216	922
532	7229	908
533	7242	895
534	7254	881
535	7267	867
536	7281	854
537	7295	840
538	7308	827
539	7321	813
540	7333	799
541	7346	786
542	7359	772
543	7373	759
544	7385	745
545	7399	731
546	7413	718
547	7427	704
548	7440	691
549	7454	677
550	7467	664
551	7481	650
552	7496	637
553	7511	623
554	7525	610
555	7538	596
556	7551	582
557	7564	569
558	7578	555
559	7592	542
560	7605	528
561	7620	515
562	7634	501
563	7648	488
564	7662	474
565	7676	461
566	7690	447
567	7704	434
568	7717	420
569	7730	406
570	7743	393
571	7757	379
572	7770	366
573	7784	352
574	7799	339
575	7812	325
576	7826	311
577	7840	298
578	7854	284
579	7867	271
580	7880	257
581	7894	244
582	7908	230
583	7921	217
584	7936	203
585	7949	189
586	7963	176
587	7975	162
588	7989	149
589	8002	135
590	8017	122
591	8030	108
592	8043	94
593	8056	81
594	8069	67
595	8082	54
596	8095	40
597	8108	27
598	8121	13
599	8134	0
